FrameNumber,timeOnFrame,lastUpdated,SMI,SCI,STI,FTI,Turnouts,Tags
70104,0,,1,1,2,1,0,
70105,0,,1,1,2,1,0,
70106,0,,1,1,2,1,0,
70107,0,,1,1,2,1,0,
70108,0,,1,1,2,1,0,
70109,0,,1,1,2,1,0,
70110,0,,1,1,2,1,0,
70111,0,,1,1,2,1,0,
70112,0,,1,1,2,1,0,
70113,0,,1,1,2,1,0,
70114,0,,1,1,2,1,0,
70115,0,,1,1,2,1,0,
70116,0,,1,1,2,1,0,
70117,0,,1,1,2,1,0,
70118,0,,1,1,2,1,0,
70119,0,,1,1,2,1,0,
70120,0,,1,1,2,1,0,
70121,0,,1,1,2,1,0,
70122,0,,1,1,2,1,0,
70123,0,,1,1,2,1,0,
70124,0,,1,1,2,1,0,
70125,0,,1,1,2,1,0,
70126,0,,1,1,2,1,0,
70127,0,,1,1,2,1,0,
70128,0,,1,1,2,1,0,
70129,0,,1,1,2,1,0,
70130,0,,1,1,2,1,0,
70131,0,,1,1,2,1,0,
70132,0,,1,1,2,1,0,
70133,0,,1,1,2,1,0,
70134,0,,1,1,2,1,0,
70135,0,,1,1,2,1,0,
70136,0,,1,1,2,1,0,
70137,0,,1,1,2,1,0,
70138,0,,1,1,2,1,0,
70139,0,,1,1,2,1,0,
70140,0,,1,1,2,1,0,
70141,0,,1,1,2,1,0,
70142,0,,1,1,2,1,0,
70143,0,,1,1,2,1,0,
70144,0,,1,1,2,1,0,
70145,0,,1,1,2,1,0,
70146,0,,1,1,2,1,0,
70147,0,,1,1,2,1,0,
70148,0,,1,1,2,1,0,
70149,0,,1,1,2,1,0,
70150,0,,1,1,2,1,0,
70151,0,,1,1,2,1,0,
70152,0,,1,1,2,1,0,
70153,0,,1,1,2,1,0,
70154,0,,1,1,2,1,0,
70155,0,,1,1,2,1,0,
70156,0,,1,1,2,1,0,
70157,0,,1,1,2,1,0,
70158,0,,1,1,2,1,0,
70159,0,,1,1,2,1,0,
70160,0,,1,1,2,1,0,
70161,0,,1,1,2,1,0,
70162,0,,1,1,2,1,0,
70163,0,,1,1,2,1,0,
70164,0,,1,1,2,1,0,
70165,0,,1,1,2,1,0,
70166,0,,1,1,2,1,0,
70167,0,,1,1,2,1,0,
70168,0,,1,1,2,1,0,
70169,0,,1,1,2,1,0,
70170,0,,1,1,2,1,0,
70171,0,,1,1,2,1,0,
70172,0,,1,1,2,1,0,
70173,0,,1,1,2,1,0,
70174,0,,1,1,2,1,0,
70175,0,,1,1,2,1,0,
70176,0,,1,1,2,1,0,
70177,0,,1,1,2,1,0,
70178,0,,1,1,2,1,0,
70179,0,,1,1,2,1,0,
70180,0,,1,1,2,1,0,
70181,0,,1,1,2,1,0,
70182,0,,1,1,2,1,0,
70183,0,,1,1,2,1,0,
70184,0,,1,1,2,1,0,
70185,0,,1,1,2,1,0,
70186,0,,1,1,2,1,0,
70187,0,,1,1,2,1,0,
70188,0,,1,1,2,1,0,
70189,0,,1,1,2,1,0,
70190,0,,1,1,2,1,0,
70191,0,,1,1,2,1,0,
70192,0,,1,1,2,1,0,
70193,0,,1,1,2,1,0,
70194,0,,1,1,2,1,0,
70195,0,,1,1,2,1,0,
70196,0,,1,1,2,1,0,
70197,0,,1,1,2,1,0,
70198,0,,1,1,2,1,0,
70199,0,,1,1,2,1,0,
70200,0,,1,1,2,1,0,
70201,0,,1,1,2,1,0,
70202,0,,1,1,2,1,0,
70203,0,,1,1,2,1,0,
70204,0,,1,1,2,1,0,
70205,0,,1,1,2,1,0,
70206,0,,1,1,2,1,0,
70207,0,,1,1,2,1,0,
70208,0,,1,1,2,1,0,
70209,0,,1,1,2,1,0,
70210,0,,1,1,2,1,0,
70211,0,,1,1,2,1,0,
70212,0,,1,1,2,1,0,
70213,0,,1,1,2,1,0,
70214,0,,1,1,2,1,0,
70215,0,,1,1,2,1,0,
70216,0,,1,1,2,1,0,
70217,0,,1,1,2,1,0,
70218,0,,1,1,2,1,0,
70219,0,,1,1,2,1,0,
70220,0,,1,1,2,1,0,
70221,0,,1,1,2,1,0,
70222,0,,1,1,2,1,0,
70223,0,,1,1,2,1,0,
70224,0,,1,1,2,1,0,
70225,0,,1,1,2,1,0,
70226,0,,1,1,2,1,0,
70227,0,,1,1,2,1,0,
70228,0,,1,1,2,1,0,
70229,0,,1,1,2,1,0,
70230,0,,1,1,2,1,0,
70231,0,,1,1,2,1,0,
70232,0,,1,1,2,1,0,
70233,0,,1,1,2,1,0,
70234,0,,1,1,2,1,0,
70235,0,,1,1,2,1,0,
70236,0,,1,1,2,1,0,
70237,0,,1,1,2,1,0,
70238,0,,1,1,2,1,0,
70239,0,,1,1,2,1,0,
70240,0,,1,1,2,1,0,
70241,0,,1,1,2,1,0,
70242,0,,1,1,2,1,0,
70243,0,,1,1,2,1,0,
70244,0,,1,1,2,1,0,
70245,0,,1,1,2,1,0,
70246,0,,1,1,2,1,0,
70247,0,,1,1,2,1,0,
70248,0,,1,1,2,1,0,
70249,0,,1,1,2,1,0,
70250,0,,1,1,2,1,0,
70251,0,,1,1,2,1,0,
70252,0,,1,1,2,1,0,
70253,0,,1,1,2,1,0,
70254,0,,1,1,2,1,0,
70255,0,,1,1,2,1,0,
70256,0,,1,1,2,1,0,
70257,0,,1,1,2,1,0,
70258,0,,1,1,2,1,0,
70259,0,,1,1,2,1,0,
70260,0,,1,1,2,1,0,
70261,0,,1,1,2,1,0,
70262,0,,1,1,2,1,0,
70263,0,,1,1,2,1,0,
70264,0,,1,1,2,1,0,
70265,0,,1,1,2,1,0,
70266,0,,1,1,2,1,0,
70267,0,,1,1,2,1,0,
70268,0,,1,1,2,1,0,
70269,0,,1,1,2,1,0,
70270,0,,1,1,2,1,0,
70271,0,,1,1,2,1,0,
70272,0,,1,1,2,1,0,
70273,0,,1,1,2,1,0,
70274,0,,1,1,2,1,0,
70275,0,,1,1,2,1,0,
70276,0,,1,1,2,1,0,
70277,0,,1,1,2,1,0,
70278,0,,1,1,2,1,0,
70279,0,,1,1,2,1,0,
70280,0,,1,1,2,1,0,
70281,0,,1,1,2,1,0,
70282,0,,1,1,2,1,0,
70283,0,,1,1,2,1,0,
70284,0,,1,1,2,1,0,
70285,0,,1,1,2,1,0,
70286,0,,1,1,2,1,0,
70287,0,,1,1,2,1,0,
70288,0,,1,1,2,1,0,
70289,0,,1,1,2,1,0,
70290,0,,1,1,2,1,0,
70291,0,,1,1,2,1,0,
70292,0,,1,1,2,1,0,
70293,0,,1,1,2,1,0,
70294,0,,1,1,2,1,0,
70295,0,,1,1,2,1,0,
70296,0,,1,1,2,1,0,
70297,0,,1,1,2,1,0,
70298,0,,1,1,2,1,0,
70299,0,,1,1,2,1,0,
70300,0,,1,1,2,1,0,
70301,0,,1,1,2,1,0,
70302,0,,1,1,2,1,0,
70303,0,,1,1,2,1,0,
70304,0,,1,1,2,1,0,
70305,0,,1,1,2,1,0,
70306,0,,1,1,2,1,0,
70307,0,,1,1,2,1,0,
70308,0,,1,1,2,1,0,
70309,0,,1,1,2,1,0,
70310,0,,1,1,2,1,0,
70311,0,,1,1,2,1,0,
70312,0,,1,1,2,1,0,
70313,0,,1,1,2,1,0,
70314,0,,1,1,2,1,0,
70315,0,,1,1,2,1,0,
70316,0,,1,1,2,1,0,
70317,0,,1,1,2,1,0,
70318,0,,1,1,2,1,0,
70319,0,,1,1,2,1,0,
70320,0,,1,1,2,1,0,
70321,0,,1,1,2,1,0,
70322,0,,1,1,2,1,0,
70323,0,,1,1,2,1,0,
70324,0,,1,1,2,1,0,
70325,0,,1,1,2,1,0,
70326,0,,1,1,2,1,0,
70327,0,,1,1,2,1,0,
70328,0,,1,1,2,1,0,
70329,0,,1,1,2,1,0,
70330,0,,1,1,2,1,0,
70331,0,,1,1,2,1,0,
70332,0,,1,1,2,1,0,
70333,0,,1,1,2,1,0,
70334,0,,1,1,2,1,0,
70335,0,,1,1,2,1,0,
70336,0,,1,1,2,1,0,
70337,0,,1,1,2,1,0,
70338,0,,1,1,2,1,0,
70339,0,,1,1,2,1,0,
70340,0,,1,1,2,1,0,
70341,0,,1,1,2,1,0,
70342,0,,1,1,2,1,0,
70343,0,,1,1,2,1,0,
70344,0,,1,1,2,1,0,
70345,0,,1,1,2,1,0,
70346,0,,1,1,2,1,0,
70347,0,,1,1,2,1,0,
70348,0,,1,1,2,1,0,
70349,0,,1,1,2,1,0,
70350,0,,1,1,2,1,0,
70351,0,,1,1,2,1,0,
70352,0,,1,1,2,1,0,
70353,0,,1,1,2,1,0,
70354,0,,1,1,2,1,0,
70355,0,,1,1,2,1,0,
70356,0,,1,1,2,1,0,
70357,0,,1,1,2,1,0,
70358,0,,1,1,2,1,0,
70359,0,,1,1,2,1,0,
70360,0,,1,1,2,1,0,
70361,0,,1,1,2,1,0,
70362,0,,1,1,2,1,0,
70363,0,,1,1,2,1,0,
70364,0,,1,1,2,1,0,
70365,0,,1,1,2,1,0,
70366,0,,1,1,2,1,0,
70367,0,,1,1,2,1,0,
70368,0,,1,1,2,1,0,
70369,0,,1,1,2,1,0,
70370,0,,1,1,2,1,0,
70371,0,,1,1,2,1,0,
70372,0,,1,1,2,1,0,
70373,0,,1,1,2,1,0,
70374,0,,1,1,2,1,0,
70375,0,,1,1,2,1,0,
70376,0,,1,1,2,1,0,
70377,0,,1,1,2,1,0,
70378,0,,1,1,2,1,0,
70379,0,,1,1,2,1,0,
70380,0,,1,1,2,1,0,
70381,0,,1,1,2,1,0,
70382,0,,1,1,2,1,0,
70383,0,,1,1,2,1,0,
70384,0,,1,1,2,1,0,
70385,0,,1,1,2,1,0,
70386,0,,1,1,2,1,0,
70387,0,,1,1,2,1,0,
70388,0,,1,1,2,1,0,
70389,0,,1,1,2,1,0,
70390,0,,1,1,2,1,0,
70391,0,,1,1,2,1,0,
70392,0,,1,1,2,1,0,
70393,0,,1,1,2,1,0,
70394,0,,1,1,2,1,0,
70395,0,,1,1,2,1,0,
70396,0,,1,1,2,1,0,
70397,0,,1,1,2,1,0,
70398,0,,1,1,2,1,0,
70399,0,,1,1,2,1,0,
70400,0,,1,1,2,1,0,
70401,0,,1,1,2,1,0,
70402,0,,1,1,2,1,0,
70403,0,,1,1,2,1,0,
70404,0,,1,1,2,1,0,
70405,0,,1,1,2,1,0,
70406,0,,1,1,2,1,0,
70407,0,,1,1,2,1,0,
70408,0,,1,1,2,1,0,
70409,0,,1,1,2,1,0,
70410,0,,1,1,2,1,0,
70411,0,,1,1,2,1,0,
70412,0,,1,1,2,1,0,
70413,0,,1,1,2,1,0,
70414,0,,1,1,2,1,0,
70415,0,,1,1,2,1,0,
70416,0,,1,1,2,1,0,
70417,0,,1,1,2,1,0,
70418,0,,1,1,2,1,0,
70419,0,,1,1,2,1,0,
70420,0,,1,1,2,1,0,
70421,0,,1,1,2,1,0,
70422,0,,1,1,2,1,0,
70423,0,,1,1,2,1,0,
70424,0,,1,1,2,1,0,
70425,0,,1,1,2,1,0,
70426,0,,1,1,2,1,0,
70427,0,,1,1,2,1,0,
70428,0,,1,1,2,1,0,
70429,0,,1,1,2,1,0,
70430,0,,1,1,2,1,0,
70431,0,,1,1,2,1,0,
70432,0,,1,1,2,1,0,
70433,0,,1,1,2,1,0,
70434,0,,1,1,2,1,0,
70435,0,,1,1,2,1,0,
70436,0,,1,1,2,1,0,
70437,0,,1,1,2,1,0,
70438,0,,1,1,2,1,0,
70439,0,,1,1,2,1,0,
70440,0,,1,1,2,1,0,
70441,0,,1,1,2,1,0,
70442,0,,1,1,2,1,0,
70443,0,,1,1,2,1,0,
70444,0,,1,1,2,1,0,
70445,0,,1,1,2,1,0,
70446,0,,1,1,2,1,0,
70447,0,,1,1,2,1,0,
70448,0,,1,1,2,1,0,
70449,0,,1,1,2,1,0,
70450,0,,1,1,2,1,0,
70451,0,,1,1,2,1,0,
70452,0,,1,1,2,1,0,
70453,0,,1,1,2,1,0,
70454,0,,1,1,2,1,0,
70455,0,,1,1,2,1,0,
70456,0,,1,1,2,1,0,
70457,0,,1,1,2,1,0,
70458,0,,1,1,2,1,0,
70459,0,,1,1,2,1,0,
70460,0,,1,1,2,1,0,
70461,0,,1,1,2,1,0,
70462,0,,1,1,2,1,0,
70463,0,,1,1,2,1,0,
70464,0,,1,1,2,1,0,
70465,0,,1,1,2,1,0,
70466,0,,1,1,2,1,0,
70467,0,,1,1,2,1,0,
70468,0,,1,1,2,1,0,
70469,0,,1,1,2,1,0,
70470,0,,1,1,2,1,0,
70471,0,,1,1,2,1,0,
70472,0,,1,1,2,1,0,
70473,0,,1,1,2,1,0,
70474,0,,1,1,2,1,0,
70475,0,,1,1,2,1,0,
70476,0,,1,1,2,1,0,
70477,0,,1,1,2,1,0,
70478,0,,1,1,2,1,0,
70479,0,,1,1,2,1,0,
70480,0,,1,1,2,1,0,
70481,0,,1,1,2,1,0,
70482,0,,1,1,2,1,0,
70483,0,,1,1,2,1,0,
70484,0,,1,1,2,1,0,
70485,0,,1,1,2,1,0,
70486,0,,1,1,2,1,0,
70487,0,,1,1,2,1,0,
70488,0,,1,1,2,1,0,
70489,0,,1,1,2,1,0,
70490,0,,1,1,2,1,0,
70491,0,,1,1,2,1,0,
70492,0,,1,1,2,1,0,
70493,0,,1,1,2,1,0,
70494,0,,1,1,2,1,0,
70495,0,,1,1,2,1,0,
70496,0,,1,1,2,1,0,
70497,0,,1,1,2,1,0,
70498,0,,1,1,2,1,0,
70499,0,,1,1,2,1,0,
70500,0,,1,1,2,1,0,
70501,0,,1,1,2,1,0,
70502,0,,1,1,2,1,0,
70503,0,,1,1,2,1,0,
70504,0,,1,1,2,1,0,
70505,0,,1,1,2,1,0,
70506,0,,1,1,2,1,0,
70507,0,,1,1,2,1,0,
70508,0,,1,1,2,1,0,
70509,0,,1,1,2,1,0,
70510,0,,1,1,2,1,0,
70511,0,,1,1,2,1,0,
70512,0,,1,1,2,1,0,
70513,0,,1,1,2,1,0,
70514,0,,1,1,2,1,0,
70515,0,,1,1,2,1,0,
70516,0,,1,1,2,1,0,
70517,0,,1,1,2,1,0,
70518,0,,1,1,2,1,0,
70519,0,,1,1,2,1,0,
70520,0,,1,1,2,1,0,
70521,0,,1,1,2,1,0,
70522,0,,1,1,2,1,0,
70523,0,,1,1,2,1,0,
70524,0,,1,1,2,1,0,
70525,0,,1,1,2,1,0,
70526,0,,1,1,2,1,0,
70527,0,,1,1,2,1,0,
70528,0,,1,1,2,1,0,
70529,0,,1,1,2,1,0,
70530,0,,1,1,2,1,0,
70531,0,,1,1,2,1,0,
70532,0,,1,1,2,1,0,
70533,0,,1,1,2,1,0,
70534,0,,1,1,2,1,0,
70535,0,,1,1,2,1,0,
70536,0,,1,1,2,1,0,
70537,0,,1,1,2,1,0,
70538,0,,1,1,2,1,0,
70539,0,,1,1,2,1,0,
70540,0,,1,1,2,1,0,
70541,0,,1,1,2,1,0,
70542,0,,1,1,2,1,0,
70543,0,,1,1,2,1,0,
70544,0,,1,1,2,1,0,
70545,0,,1,1,2,1,0,
70546,0,,1,1,2,1,0,
70547,0,,1,1,2,1,0,
70548,0,,1,1,2,1,0,
70549,0,,1,1,2,1,0,
70550,0,,1,1,2,1,0,
70551,0,,1,1,2,1,0,
70552,0,,1,1,2,1,0,
70553,0,,1,1,2,1,0,
70554,0,,1,1,2,1,0,
70555,0,,1,1,2,1,0,
70556,0,,1,1,2,1,0,
70557,0,,1,1,2,1,0,
70558,0,,1,1,2,1,0,
70559,0,,1,1,2,1,0,
70560,0,,1,1,2,1,0,
70561,0,,1,1,2,1,0,
70562,0,,1,1,2,1,0,
70563,0,,1,1,2,1,0,
70564,0,,1,1,2,1,0,
70565,0,,1,1,2,1,0,
70566,0,,1,1,2,1,0,
70567,0,,1,1,2,1,0,
70568,0,,1,1,2,1,0,
70569,0,,1,1,2,1,0,
70570,0,,1,1,2,1,0,
70571,0,,1,1,2,1,0,
70572,0,,1,1,2,1,0,
70573,0,,1,1,2,1,0,
70574,0,,1,1,2,1,0,
70575,0,,1,1,2,1,0,
70576,0,,1,1,2,1,0,
70577,0,,1,1,2,1,0,
70578,0,,1,1,2,1,0,
70579,0,,1,1,2,1,0,
70580,0,,1,1,2,1,0,
70581,0,,1,1,2,1,0,
70582,0,,1,1,2,1,0,
70583,0,,1,1,2,1,0,
70584,0,,1,1,2,1,0,
70585,0,,1,1,2,1,0,
70586,0,,1,1,2,1,0,
70587,0,,1,1,2,1,0,
70588,0,,1,1,2,1,0,
70589,0,,1,1,2,1,0,
70590,0,,1,1,2,1,0,
70591,0,,1,1,2,1,0,
70592,0,,1,1,2,1,0,
70593,0,,1,1,2,1,0,
70594,0,,1,1,2,1,0,
70595,0,,1,1,2,1,0,
70596,0,,1,1,2,1,0,
70597,0,,1,1,2,1,0,
70598,0,,1,1,2,1,0,
70599,0,,1,1,2,1,0,
70600,0,,1,1,2,1,0,
70601,0,,1,1,2,1,0,
70602,0,,1,1,2,1,0,
70603,0,,1,1,2,1,0,
70604,0,,1,1,2,1,0,
70605,0,,1,1,2,1,0,
70606,0,,1,1,2,1,0,
70607,0,,1,1,2,1,0,
70608,0,,1,1,2,1,0,
70609,0,,1,1,2,1,0,
70610,0,,1,1,2,1,0,
70611,0,,1,1,2,1,0,
70612,0,,1,1,2,1,0,
70613,0,,1,1,2,1,0,
70614,0,,1,1,2,1,0,
70615,0,,1,1,2,1,0,
70616,0,,1,1,2,1,0,
70617,0,,1,1,2,1,0,
70618,0,,1,1,2,1,0,
70619,0,,1,1,2,1,0,
70620,0,,1,1,2,1,0,
70621,0,,1,1,2,1,0,
70622,0,,1,1,2,1,0,
70623,0,,1,1,2,1,0,
70624,0,,1,1,2,1,0,
70625,0,,1,1,2,1,0,
70626,0,,1,1,2,1,0,
70627,0,,1,1,2,1,0,
70628,0,,1,1,2,1,0,
70629,0,,1,1,2,1,0,
70630,0,,1,1,2,1,0,
70631,0,,1,1,2,1,0,
70632,0,,1,1,2,1,0,
70633,0,,1,1,2,1,0,
70634,0,,1,1,2,1,0,
70635,0,,1,1,2,1,0,
70636,0,,1,1,2,1,0,
70637,0,,1,1,2,1,0,
70638,0,,1,1,2,1,0,
70639,0,,1,1,2,1,0,
70640,0,,1,1,2,1,0,
70641,0,,1,1,2,1,0,
70642,0,,1,1,2,1,0,
70643,0,,1,1,2,1,0,
70644,0,,1,1,2,1,0,
70645,0,,1,1,2,1,0,
70646,0,,1,1,2,1,0,
70647,0,,1,1,2,1,0,
70648,0,,1,1,2,1,0,
70649,0,,1,1,2,1,0,
70650,0,,1,1,2,1,0,
70651,0,,1,1,2,1,0,
70652,0,,3,1,2,1,0,
70653,0,,3,1,2,1,0,
70654,0,,1,1,2,1,0,
70655,0,,1,1,2,1,0,
70656,0,,1,1,2,1,0,
70657,0,,1,1,2,1,0,
70658,0,,1,1,2,1,0,
70659,0,,1,1,2,1,0,
70660,0,,1,1,2,1,0,
70661,0,,1,1,2,1,0,
70662,0,,1,1,2,1,0,
70663,0,,1,1,2,1,0,
70664,0,,1,1,2,1,0,
70665,0,,1,1,2,1,0,
70666,0,,1,1,2,1,0,
70667,0,,1,1,2,1,0,
70668,0,,1,1,2,1,0,
70669,0,,1,1,2,1,0,
70670,0,,1,1,2,1,0,
70671,0,,1,1,2,1,0,
70672,0,,1,1,2,1,0,
70673,0,,1,1,2,1,0,
70674,0,,1,1,2,1,0,
70675,0,,1,0,2,1,0,
70676,0,,1,1,2,1,0,
70677,0,,1,1,2,1,0,
70678,0,,1,1,2,1,0,
70679,0,,1,1,2,1,0,
70680,0,,1,1,2,1,0,
70681,0,,1,1,2,1,0,
70682,0,,1,1,2,1,0,
70683,0,,1,1,2,1,0,
70684,0,,1,1,2,1,0,
70685,0,,1,1,2,1,0,
70686,0,,1,1,2,1,0,
70687,0,,1,1,2,1,0,
70688,0,,1,1,2,1,0,
70689,0,,1,1,2,1,0,
70690,0,,1,1,2,1,0,
70691,0,,1,1,2,1,0,
70692,0,,1,1,2,1,0,
70693,0,,1,1,2,1,0,
70694,0,,1,1,2,1,0,
70695,0,,1,1,2,1,0,
70696,0,,1,1,2,1,0,
70697,0,,1,1,2,1,0,
70698,0,,1,1,2,1,0,
70699,0,,1,1,2,1,0,
70700,0,,1,1,2,1,0,
70701,0,,1,1,2,1,0,
70702,0,,1,1,2,1,0,
70703,0,,1,1,2,1,0,
70704,0,,1,1,2,1,0,
70705,0,,1,1,2,1,0,
70706,0,,1,1,2,1,0,
70707,0,,1,1,2,1,0,
70708,0,,1,1,2,1,0,
70709,0,,1,1,2,1,0,
70710,0,,1,1,2,1,0,
70711,0,,1,1,2,1,0,
70712,0,,1,1,2,1,0,
70713,0,,1,1,2,1,0,
70714,0,,1,1,2,1,0,
70715,0,,1,1,2,1,0,
70716,0,,1,1,2,1,0,
70717,0,,1,1,2,1,0,
70718,0,,1,1,2,1,0,
70719,0,,1,1,2,1,0,
70720,0,,1,1,2,1,0,
70721,0,,1,1,2,1,0,
70722,0,,1,1,2,1,0,
70723,0,,1,1,2,1,0,
70724,0,,1,1,2,1,0,
70725,0,,1,1,2,1,0,
70726,0,,1,1,2,1,0,
70727,0,,1,1,2,1,0,
70728,0,,1,1,2,1,0,
70729,0,,1,1,2,1,0,
70730,0,,1,1,2,1,0,
70731,0,,1,1,2,1,0,
70732,0,,1,1,2,1,0,
70733,0,,1,1,2,1,0,
70734,0,,1,1,2,1,0,
70735,0,,1,1,2,1,0,
70736,0,,1,1,2,1,0,
70737,0,,1,1,2,1,0,
70738,0,,1,1,2,1,0,
70739,0,,1,1,2,1,0,
70740,0,,1,1,2,1,0,
70741,0,,1,1,2,1,0,
70742,0,,1,1,2,1,0,
70743,0,,1,1,2,1,0,
70744,0,,1,1,2,1,0,
70745,0,,3,1,2,1,0,
70746,0,,3,1,2,1,0,
70747,0,,1,1,2,1,0,
70748,0,,1,1,2,1,0,
70749,0,,1,1,2,1,0,
70750,0,,3,1,2,1,0,
70751,0,,3,1,2,1,0,
70752,0,,1,1,2,1,0,
70753,0,,1,1,2,1,0,
70754,0,,1,1,2,1,0,
70755,0,,1,1,2,1,0,
70756,0,,1,1,2,1,0,
70757,0,,1,1,2,1,0,
70758,0,,1,1,2,1,0,
70759,0,,1,1,2,1,0,
70760,0,,1,1,2,1,0,
70761,0,,1,1,2,1,0,
70762,0,,1,1,2,1,0,
70763,0,,1,1,2,1,0,
70764,0,,1,1,2,1,0,
70765,0,,1,1,2,1,0,
70766,0,,1,1,2,1,0,
70767,0,,1,1,2,1,0,
70768,0,,1,1,2,1,0,
70769,0,,1,1,2,1,0,
70770,0,,1,1,2,1,0,
70771,0,,1,1,2,1,0,
70772,0,,1,1,2,1,0,
70773,0,,1,1,2,1,0,
70774,0,,1,1,2,1,0,
70775,0,,1,1,2,1,0,
70776,0,,1,1,2,1,0,
70777,0,,1,1,2,1,0,
70778,0,,1,1,2,1,0,
70779,0,,1,1,2,1,0,
70780,0,,1,1,2,1,0,
70781,0,,1,1,2,1,0,
70782,0,,1,1,2,1,0,
70783,0,,1,1,2,1,0,
70784,0,,1,1,2,1,0,
70785,0,,1,1,2,1,0,
70786,0,,1,1,2,1,0,
70787,0,,1,1,2,1,0,
70788,0,,1,1,2,1,0,
70789,0,,1,1,2,1,0,
70790,0,,1,1,2,1,0,
70791,0,,1,1,2,1,0,
70792,0,,1,1,2,1,0,
70793,0,,1,1,2,1,0,
70794,0,,1,1,2,1,0,
70795,0,,1,1,2,1,0,
70796,0,,1,1,2,1,0,
70797,0,,1,1,2,1,0,
70798,0,,1,1,2,1,0,
70799,0,,1,1,2,1,0,
70800,0,,1,1,2,1,0,
70801,0,,1,1,2,1,0,
70802,0,,1,1,2,1,0,
70803,0,,1,1,2,1,0,
70804,0,,1,1,2,1,0,
70805,0,,1,1,2,1,0,
70806,0,,1,1,2,1,0,
70807,0,,1,1,2,1,0,
70808,0,,1,1,2,1,0,
70809,0,,1,1,2,1,0,
70810,0,,1,1,2,1,0,
70811,0,,1,1,2,1,0,
70812,0,,1,1,2,1,0,
70813,0,,1,1,2,1,0,
70814,0,,1,1,2,1,0,
70815,0,,1,1,2,1,0,
70816,0,,1,1,2,1,0,
70817,0,,1,1,2,1,0,
